시장,종목코드,종목명,업종,가격,당일등락률,시가총액,거래량,거래대금,1주수익률,1개월수익률,3개월수익률,6개월수익률,의심수익률,1단계선별점수,산식버전
한국,163730,핑거,Technology,12650,6.21,161486320050,355493,4473773380,35.4390,28.6877,5.2413,27.0080,없음,0.7929142492,MSS7.1-S1-KR-1.0.0
한국,086790,하나금융지주,Financials,133100,-2.13,36066095021000,648296,86391731820,-2.6335,3.4188,16.5499,24.9765,없음,0.7928606474,MSS7.1-S1-KR-1.0.0
한국,000880,한화,Materials,130000,-1.74,6932756610000,61735,8086377750,-5.5919,55.1313,25.2408,13.4380,없음,0.7920774036,MSS7.1-S1-KR-1.0.0
한국,200470,에이팩트,Technology,8160,4.35,357600216960,915255,7417011890,31.8255,38.3051,-10.7221,-3.3175,없음,0.7915105488,MSS7.1-S1-KR-1.0.0
한국,375500,DL이앤씨,Industrials,80900,-5.05,3130314100700,368951,29918971800,-7.2248,17.9300,30.6947,34.1625,없음,0.7908057996,MSS7.1-S1-KR-1.0.0
한국,140860,파크시스템스,Technology,264500,5.17,1852153050500,51257,13562091750,4.3393,-0.1887,8.8477,1.3410,없음,0.7905489211,MSS7.1-S1-KR-1.0.0
한국,090430,아모레퍼시픽,Materials,142500,0.35,8335218157500,145314,20745686600,-1.4523,1.8585,45.4082,5.0111,없음,0.7899345107,MSS7.1-S1-KR-1.0.0
한국,218410,RFHIC,Technology,58600,-0.68,1557320901200,310613,18248395700,11.1954,26.8398,-13.9501,-23.2984,없음,0.7898234806,MSS7.1-S1-KR-1.0.0
한국,028260,삼성물산,Other,367000,0,59515502227000,275715,102096058500,3.8190,0.6859,-23.7799,30.3730,없음,0.7896696691,MSS7.1-S1-KR-1.0.0
한국,017900,광전자,Technology,9880,-3.14,572484378440,3000362,30374224915,-5.5449,31.0345,33.1536,277.8203,없음,0.7887026120,MSS7.1-S1-KR-1.0.0
한국,090460,비에이치,Technology,20250,0.5,682658644500,611104,12249524090,8.1153,25.2319,-10.0000,-11.3786,없음,0.7884997076,MSS7.1-S1-KR-1.0.0
한국,170920,엘티씨,Materials,38700,9.63,408831676200,330073,12588721025,19.6291,10.2564,-15.4098,27.5124,없음,0.7882043359,MSS7.1-S1-KR-1.0.0
한국,399720,가온칩스,Technology,47400,4.87,562109205600,197279,9334582700,18.3521,7.9727,11.5294,-27.5229,없음,0.7881986382,MSS7.1-S1-KR-1.0.0
한국,0007J0,인벤테라,Healthcare,14200,2.9,111693138800,161557,2221183850,35.2381,78.6164,57.7778,,없음,0.7875208019,MSS7.1-S1-KR-1.0.0
한국,138080,오이솔루션,Technology,28350,0.18,350909439300,344208,9781929150,9.8837,20.1271,4.0367,-16.8622,없음,0.7875167059,MSS7.1-S1-KR-1.0.0
한국,071320,지역난방공사,Other,78200,0.39,905457780800,30376,2388399200,6.3946,7.2702,16.7164,-14.6288,없음,0.7864325464,MSS7.1-S1-KR-1.0.0
한국,052690,한전기술,Other,130400,-5.58,4983888000000,486579,64058490650,-3.6928,44.4075,19.3047,-17.3638,없음,0.7863949805,MSS7.1-S1-KR-1.0.0
한국,475150,SK이터닉스,Industrials,50800,0.59,1730603803200,543094,27694269350,4.0984,-4.5113,34.5695,-1.9305,없음,0.7863192722,MSS7.1-S1-KR-1.0.0
한국,020150,롯데에너지머티리얼즈,Technology,40150,0.12,2102473339450,98390,3949224225,3.2134,24.1113,-11.9518,1.3889,없음,0.7848253670,MSS7.1-S1-KR-1.0.0
한국,071280,로체시스템즈,Industrials,8030,10.15,122831722090,586377,4577458625,16.7151,23.1595,25.2730,0.1247,없음,0.7816186282,MSS7.1-S1-KR-1.0.0
한국,294570,쿠콘,Technology,27400,5.18,276513456800,178616,4835318875,12.5257,3.2015,41.0190,-6.8027,없음,0.7811024835,MSS7.1-S1-KR-1.0.0
한국,125020,티씨머티리얼즈,Other,6170,0.16,216187853500,604210,3756954760,4.7538,11.5732,15.5431,22.9084,없음,0.7799150100,MSS7.1-S1-KR-1.0.0
한국,012030,DB,Technology,1692,-0.24,340386294636,7174350,11740463354,5.7500,17.9916,-3.3143,-1.7992,없음,0.7795876580,MSS7.1-S1-KR-1.0.0
한국,234340,헥토파이낸셜,Financials,22550,5.37,315038292800,441373,9816489125,22.4878,8.6747,14.9337,-26.4274,없음,0.7786641567,MSS7.1-S1-KR-1.0.0
한국,078930,GS,Financials,110700,0.09,10283531296500,342032,37659704500,-1.1607,-3.4031,67.4735,63.5155,없음,0.7781646768,MSS7.1-S1-KR-1.0.0
한국,069540,빛과전자,Technology,4020,2.29,453021425940,11362764,46349179042,-8.8435,43.3155,56.7251,53.4351,없음,0.7764554975,MSS7.1-S1-KR-1.0.0
한국,172670,에이엘티,Technology,13770,4.87,123382766430,79746,1095577200,19.1176,39.0909,35.1325,18.7069,없음,0.7762965473,MSS7.1-S1-KR-1.0.0
한국,002380,KCC,Materials,476000,1.82,4090218496000,18837,8944225750,2.1459,5.3097,-0.6263,-7.9304,없음,0.7759540477,MSS7.1-S1-KR-1.0.0
한국,003550,LG,Financials,111900,-3.95,16918385247600,141632,16049782450,-0.2674,-1.4097,12.8024,27.8857,없음,0.7757705066,MSS7.1-S1-KR-1.0.0
한국,012750,에스원,Other,83300,-0.12,3165331527400,34606,2863662350,0.4825,5.0441,16.1785,-4.3628,없음,0.7744022575,MSS7.1-S1-KR-1.0.0
한국,088350,한화생명,Financials,5640,-0.18,4898509200000,2075772,11673718590,-3.4247,7.6336,21.0300,16.4087,없음,0.7741808757,MSS7.1-S1-KR-1.0.0
한국,327260,RF머트리얼즈,Technology,47050,-2.49,846374874950,552483,26037365075,6.3277,37.3723,-17.7448,-24.1129,없음,0.7739466420,MSS7.1-S1-KR-1.0.0
한국,126340,비나텍,Other,86800,5.98,623259935200,161765,13852968000,15.4255,36.9085,-10.3306,-29.1429,없음,0.7738723410,MSS7.1-S1-KR-1.0.0
한국,056190,SFA,Industrials,28000,0.18,1005445280000,66453,1865649325,-0.1783,19.1489,17.4004,-1.7544,없음,0.7735761234,MSS7.1-S1-KR-1.0.0
한국,033160,엠케이전자,Technology,16540,5.48,406289519320,1117466,18155492790,20.3785,17.3050,-28.5529,-7.2350,없음,0.7725832684,MSS7.1-S1-KR-1.0.0
한국,008930,한미사이언스,Financials,52100,2.76,3563199755000,126640,6652723500,1.9569,-7.7876,85.4093,41.9619,없음,0.7723410238,MSS7.1-S1-KR-1.0.0
한국,079900,전진건설로봇,Industrials,42300,0.71,617264653500,57277,2404009200,8.1841,27.9879,2.1739,-21.2291,없음,0.7715432690,MSS7.1-S1-KR-1.0.0
한국,005690,파미셀,Technology,12540,-0.4,752450335560,818445,10278758170,7.8246,12.8713,-3.5385,-21.1321,없음,0.7715049491,MSS7.1-S1-KR-1.0.0
한국,086390,유니테스트,Industrials,13300,8.22,281083875800,300980,3923752410,14.2612,36.5503,7.7796,-25.6983,없음,0.7714473465,MSS7.1-S1-KR-1.0.0
한국,100790,미래에셋벤처투자,Financials,17810,2.95,946077494180,505395,8984427695,8.5976,12.1537,-11.1721,-14.3750,없음,0.7705775595,MSS7.1-S1-KR-1.0.0
한국,043260,성호전자,Technology,26200,-2.78,1976838417600,2792564,72759502025,41.1638,46.0424,-12.8120,-39.7701,1주,0.7689866591,MSS7.1-S1-KR-1.0.0
한국,246960,SCL사이언스,Healthcare,2720,11.25,92526367840,477149,1256293632,20.0883,34.3210,75.2577,31.7191,없음,0.7679018958,MSS7.1-S1-KR-1.0.0
한국,330860,네패스아크,Other,29250,5.6,356383316250,192518,5576812300,23.6786,17.2345,-30.1075,11.2167,없음,0.7675408427,MSS7.1-S1-KR-1.0.0
한국,386380,스카이랩스,Healthcare,22950,-4.18,430587372150,3333924,80027508000,9.8086,,,,없음,0.7671624086,MSS7.1-S1-KR-1.0.0
한국,074600,원익QnC,Other,29450,2.79,774181600000,204853,5992274625,9.2764,12.8352,-13.3824,-9.5238,없음,0.7670669241,MSS7.1-S1-KR-1.0.0
한국,024110,기업은행,Financials,20400,2,16267487727600,1485880,30601138000,0.9901,0.9901,1.2407,-11.8790,없음,0.7670159074,MSS7.1-S1-KR-1.0.0
한국,388210,씨엠티엑스,Technology,88500,4.36,854417763000,72548,6395472650,22.5762,26.4286,-5.4487,-37.8947,없음,0.7669984906,MSS7.1-S1-KR-1.0.0
한국,214430,아이쓰리시스템,Technology,68400,-1.72,499813506000,24769,1707030600,14.7651,14.7651,12.5000,-27.2340,없음,0.7667104467,MSS7.1-S1-KR-1.0.0
한국,000720,현대건설,Industrials,121100,-7.77,13485183141500,1201523,147407345200,-2.5744,14.6780,5.5798,-19.2128,없음,0.7664735251,MSS7.1-S1-KR-1.0.0
한국,047050,포스코인터내셔널,Other,55300,-2.47,9728530176400,376658,20943954850,0.9124,3.1716,9.5050,-27.1410,없음,0.7660971862,MSS7.1-S1-KR-1.0.0
한국,033790,피노,Other,7600,1.6,633246341200,938306,7039264685,-2.1879,26.4559,7.1932,54.3147,없음,0.7649113456,MSS7.1-S1-KR-1.0.0
한국,274090,켄코아에어로스페이스,Industrials,12930,3.69,178100496510,3663756,48925649540,27.0138,31.6701,6.0705,-37.5362,없음,0.7645532437,MSS7.1-S1-KR-1.0.0
한국,347700,스피어,Technology,23300,3.33,1201146734600,1877045,44120321375,14.4963,1.0846,8.8785,-45.8140,없음,0.7634209973,MSS7.1-S1-KR-1.0.0
한국,181710,NHN,Technology,56000,-2.1,1810422040000,156849,8738469750,4.8689,-20.0000,58.4158,52.1739,없음,0.7633326996,MSS7.1-S1-KR-1.0.0
한국,117730,티로보틱스,Industrials,14370,9.36,324159077910,572469,8324228325,16.5450,11.2229,4.9671,-25.5440,없음,0.7630844590,MSS7.1-S1-KR-1.0.0
한국,001430,세아베스틸지주,Materials,44300,-2.85,1588691871700,116853,5244865175,2.4277,5.9809,28.5922,-35.7039,없음,0.7629314348,MSS7.1-S1-KR-1.0.0
한국,092730,네오팜,Materials,23650,0.64,379061939850,40788,958912875,8.7356,0.8529,46.5304,36.3112,없음,0.7627512366,MSS7.1-S1-KR-1.0.0
한국,303810,동국생명과학,Healthcare,2800,-7.74,89555592000,13244896,40239591092,21.2121,25.0000,13.8211,-14.6341,없음,0.7621629069,MSS7.1-S1-KR-1.0.0
한국,294870,IPARK현대산업개발,Industrials,23700,0.21,1562003721000,103827,2451310125,-1.2500,8.2192,24.4748,8.4668,없음,0.7616463294,MSS7.1-S1-KR-1.0.0
한국,047770,코데즈컴바인,Consumer,3785,0.53,143234248570,790536,2944015834,6.0224,22.2940,31.8815,-7.1166,없음,0.7611525368,MSS7.1-S1-KR-1.0.0
한국,000810,삼성화재,Financials,648000,-1.07,28931562504000,60134,38949167000,-1.9667,1.8868,1.8868,34.8595,없음,0.7609942088,MSS7.1-S1-KR-1.0.0
한국,005160,동국산업,Materials,3495,-5.03,189584464590,636036,2210599615,0.1433,41.2121,49.6788,10.0787,없음,0.7597076701,MSS7.1-S1-KR-1.0.0
한국,004800,효성,Financials,164200,-0.85,2748774829400,17316,2822773100,2.4969,5.9355,-8.6255,16.7852,없음,0.7596243595,MSS7.1-S1-KR-1.0.0
한국,006360,GS건설,Industrials,34600,-7.61,2961119554000,2377160,83078325400,-5.7221,2.0649,38.1238,22.6950,없음,0.7595195337,MSS7.1-S1-KR-1.0.0
한국,272210,한화시스템,Technology,73900,-4.52,13961142847100,954059,71106524100,7.4128,5.4208,-10.5327,-41.9482,없음,0.7593760091,MSS7.1-S1-KR-1.0.0
한국,383220,F&F,Consumer,67800,-1.02,2597219685000,60173,4057065850,1.4970,6.7717,-7.7551,10.0649,없음,0.7591610288,MSS7.1-S1-KR-1.0.0
한국,356860,티엘비,Technology,44600,0.22,1057076196000,581725,25720176075,17.0604,32.1481,-42.8205,-39.8111,없음,0.7590962487,MSS7.1-S1-KR-1.0.0
한국,216080,제테마,Healthcare,7190,1.13,268094241810,107929,781829760,3.0086,38.2692,58.7196,-10.5721,없음,0.7583043425,MSS7.1-S1-KR-1.0.0
한국,042000,카페24,Technology,18030,20.2,435932387070,951709,16755115650,17.0019,8.2233,3.5017,-37.8276,당일,0.7571908231,MSS7.1-S1-KR-1.0.0
한국,011790,SKC,Materials,89400,1.13,4434087841200,98910,8812740250,4.3174,5.0529,-16.2921,-10.5105,없음,0.7571725018,MSS7.1-S1-KR-1.0.0
한국,046890,서울반도체,Technology,10520,0.77,613372808000,329020,3468631000,5.2000,11.3228,-11.9665,5.2000,없음,0.7563930659,MSS7.1-S1-KR-1.0.0
한국,083310,엘오티베큠,Industrials,11100,4.42,197691366300,177085,1935091980,15.7456,21.4442,16.9652,-19.2727,없음,0.7563680837,MSS7.1-S1-KR-1.0.0
한국,265740,엔에프씨,Materials,7450,-1.06,133083820000,369658,2755752740,11.3602,13.7405,55.3702,-11.3095,없음,0.7556994777,MSS7.1-S1-KR-1.0.0
한국,393890,더블유씨피,Other,10530,6.26,356368306320,339789,3569701715,8.5567,16.8701,2.1339,-19.8630,없음,0.7549192588,MSS7.1-S1-KR-1.0.0
한국,452280,한선엔지니어링,Industrials,13360,-0.6,257148871200,649339,8753924340,2.7692,28.0920,-0.5952,-7.2222,없음,0.7547041309,MSS7.1-S1-KR-1.0.0
한국,138930,BNK금융지주,Financials,15970,2.18,4900230823470,1068846,17296715605,-0.7458,11.2117,-2.7998,-11.2778,없음,0.7544614425,MSS7.1-S1-KR-1.0.0
한국,161580,필옵틱스,Industrials,32650,1.56,765389364550,165645,5412825025,4.3131,25.0958,-13.5099,-16.8153,없음,0.7538044720,MSS7.1-S1-KR-1.0.0
한국,457370,한켐,Materials,11290,-0.96,91077942860,341585,3901627765,16.0329,28.5877,7.9350,31.1266,없음,0.7536780177,MSS7.1-S1-KR-1.0.0
한국,388050,지투파워,Utilities,10280,-4.46,192333012360,634128,6637156695,0.7843,19.3961,29.7980,-9.9036,없음,0.7535320835,MSS7.1-S1-KR-1.0.0
한국,278470,에이피알,Materials,368500,1.94,13795960117500,186907,68566674500,4.3909,-10.0122,-0.6739,10.8271,없음,0.7535258636,MSS7.1-S1-KR-1.0.0
한국,489460,바이오비쥬,Materials,11960,5.75,176449312520,78288,916186350,3.2815,12.4060,116.2749,39.8830,없음,0.7535086068,MSS7.1-S1-KR-1.0.0
한국,330590,롯데리츠,Real Estate,4140,1.97,1196331179760,195165,797180636,4.6776,5.3435,15.4812,-10.4865,없음,0.7534237202,MSS7.1-S1-KR-1.0.0
한국,000240,한국앤컴퍼니,Financials,24650,0.2,2340153666000,84179,2083520000,1.8595,3.1381,8.1140,-7.5047,없음,0.7532137017,MSS7.1-S1-KR-1.0.0
한국,006400,삼성SDI,Other,521000,-1.51,41985061130000,376430,195422763000,-4.2279,1.1650,6.5440,31.0692,없음,0.7529832055,MSS7.1-S1-KR-1.0.0
한국,025980,아난티,Consumer,5220,-4.57,507911167800,2091246,10883361770,2.5540,2.3529,24.2857,-24.2380,없음,0.7523065909,MSS7.1-S1-KR-1.0.0
한국,101160,월덱스,Technology,30900,0.82,510189683700,23893,737054650,1.9802,12.5683,15.2985,3.8655,없음,0.7517079687,MSS7.1-S1-KR-1.0.0
한국,104830,원익머트리얼즈,Materials,36800,7.45,463974400000,90290,3309385225,13.5802,12.3664,-7.4214,-12.0669,없음,0.7515441761,MSS7.1-S1-KR-1.0.0
한국,059120,아진엑스텍,Technology,7350,0.68,134578985100,344415,2536045135,4.4034,15.7480,29.8587,0.2729,없음,0.7514331617,MSS7.1-S1-KR-1.0.0
한국,018670,SK가스,Other,240500,0.42,2229253182000,6473,1558082500,0.6276,2.7778,16.1836,-1.2320,없음,0.7509453650,MSS7.1-S1-KR-1.0.0
한국,041960,코미팜,Healthcare,9850,-0.2,734989279850,497482,5086242855,0.0000,0.5102,21.3054,15.0701,없음,0.7507586527,MSS7.1-S1-KR-1.0.0
한국,175330,JB금융지주,Financials,30150,-2.11,5623632993600,291699,8850924650,-8.4977,10.6422,26.6807,4.1451,없음,0.7505309030,MSS7.1-S1-KR-1.0.0
한국,126730,코칩,Technology,22700,-1.52,199081860200,179272,4128039825,-0.8734,27.1709,32.9818,18.7860,없음,0.7504602287,MSS7.1-S1-KR-1.0.0
한국,011200,HMM,Industrials,20800,-1.89,19619349776000,562695,11806537825,2.2113,-8.9716,9.8205,4.3653,없음,0.7503056694,MSS7.1-S1-KR-1.0.0
한국,023160,태광,Materials,26400,-2.58,682895188800,114095,3048018975,3.5294,23.3645,-0.7519,-22.6940,없음,0.7493924054,MSS7.1-S1-KR-1.0.0
한국,272110,케이엔제이,Technology,30300,1.85,243169468500,65218,1978971625,19.0570,22.6721,0.8319,-13.3047,없음,0.7486438089,MSS7.1-S1-KR-1.0.0
한국,032500,케이엠더블유,Technology,19560,0.26,825269671560,157340,3071034500,8.6667,33.4243,-6.1871,-32.0833,없음,0.7484524576,MSS7.1-S1-KR-1.0.0
한국,217590,티엠씨,Other,14330,-1.92,345270244250,717927,10321084605,8.8906,27.0390,0.9866,-40.7851,없음,0.7480467245,MSS7.1-S1-KR-1.0.0
한국,082740,한화엔진,Industrials,47600,-3.35,3972083959200,735004,35300183650,-0.9365,6.0134,-7.7519,0.9544,없음,0.7478594379,MSS7.1-S1-KR-1.0.0
한국,389500,에스비비테크,Industrials,43000,-1.83,286529296000,87555,3812013550,6.3041,17.6471,-2.0501,-8.8983,없음,0.7475892300,MSS7.1-S1-KR-1.0.0
한국,079550,LIG디펜스앤에어로스페이스,Other,692000,-1.7,15224000000000,65278,45349505500,3.9039,-3.4868,-16.0194,7.9563,없음,0.7465004636,MSS7.1-S1-KR-1.0.0
한국,020000,한섬,Consumer,19740,-0.9,423955861560,117966,2337595600,21.7767,26.7823,-5.0962,-25.2273,없음,0.7462397462,MSS7.1-S1-KR-1.0.0
한국,393210,토마토시스템,Technology,4060,22.47,63395048640,15207842,60700410311,86.2385,69.1667,59.8425,-7.3059,1주|당일,0.7462376830,MSS7.1-S1-KR-1.0.0
한국,299660,셀리드,Healthcare,2620,-9.19,77297799740,7834941,23978768091,18.5520,14.6608,7.8189,-0.1905,없음,0.7451775784,MSS7.1-S1-KR-1.0.0
한국,445180,퓨릿,Materials,9000,12.64,154702692000,276255,2423364170,18.2654,6.8884,10.0244,5.8824,없음,0.7448179907,MSS7.1-S1-KR-1.0.0
한국,001520,동양,Other,1153,-0.69,123511702896,852077,985760535,10.7589,7.9588,103.7102,41.6462,없음,0.7442172832,MSS7.1-S1-KR-1.0.0
한국,204620,글로벌텍스프리,Financials,5800,-0.85,407643314000,329998,1914550840,-1.3605,15.5378,22.6216,25.4054,없음,0.7440908086,MSS7.1-S1-KR-1.0.0
한국,267270,HD건설기계,Industrials,129700,-5.67,6160410964200,420043,54984042850,-2.9192,2.0456,8.9001,-1.9652,없음,0.7433537100,MSS7.1-S1-KR-1.0.0
한국,102710,이엔에프테크놀로지,Materials,46100,7.08,658669239600,86582,3930515200,11.3527,3.5955,0.6550,-19.6864,없음,0.7427654925,MSS7.1-S1-KR-1.0.0
한국,044820,코스맥스비티아이,Financials,26150,3.77,251142534150,17100,442780975,2.5490,11.9914,56.3060,63.9498,없음,0.7426337416,MSS7.1-S1-KR-1.0.0
한국,004020,현대제철,Materials,31950,-10.25,4263592830750,1259436,41324174700,-7.6590,14.1071,9.9828,-9.3617,없음,0.7424434935,MSS7.1-S1-KR-1.0.0
한국,010120,LS ELECTRIC,Utilities,205500,-3.07,30825000000000,332290,68660996750,3.0592,6.8643,-8.4633,-74.7232,없음,0.7420091962,MSS7.1-S1-KR-1.0.0
한국,065680,우주일렉트로,Technology,27550,6.99,254574976050,56292,1535702950,27.2517,27.2517,-9.0759,-2.9930,없음,0.7418333237,MSS7.1-S1-KR-1.0.0
한국,149950,아바텍,Technology,12120,-2.49,165652560360,158718,1947035565,9.7826,42.5882,-4.4917,21.2000,없음,0.7409912368,MSS7.1-S1-KR-1.0.0
한국,021240,코웨이,Other,99800,0,7062589114800,236952,23512651150,-7.0764,2.3590,15.6431,38.0360,없음,0.7408443420,MSS7.1-S1-KR-1.0.0
한국,417200,LS머트리얼즈,Technology,13380,0.22,905192577420,771729,10374198935,4.8589,21.1957,-11.8577,-36.2857,없음,0.7404596063,MSS7.1-S1-KR-1.0.0
한국,000520,삼일제약,Healthcare,8100,2.4,175703669100,109029,862780740,15.2205,29.8077,25.3870,-18.9189,없음,0.7397120457,MSS7.1-S1-KR-1.0.0
한국,011560,세보엠이씨,Other,24300,1.04,245062389600,43847,1061664275,1.6736,11.9816,14.6226,35.5270,없음,0.7394489085,MSS7.1-S1-KR-1.0.0
한국,486990,노타,Technology,20350,-9.76,435335950500,2268395,49228972350,20.9150,11.2630,-8.5393,-49.4410,없음,0.7383796708,MSS7.1-S1-KR-1.0.0
한국,441270,파인엠텍,Technology,8750,4.67,370059593750,427643,3708642010,-1.1299,30.4024,34.8228,-18.2243,없음,0.7381227794,MSS7.1-S1-KR-1.0.0
한국,388790,라이콤,Technology,5290,0.76,161948906400,701939,3716319180,9.0722,32.0849,-10.3390,24.3243,없음,0.7380388879,MSS7.1-S1-KR-1.0.0
한국,000430,대원강업,Industrials,4850,-3.39,300700000000,73399,360696351,2.1053,20.9476,24.6787,25.0000,없음,0.7378577643,MSS7.1-S1-KR-1.0.0
한국,031330,에스에이엠티,Industrials,8240,-0.12,823959352080,369207,3034645585,4.0404,5.7766,-36.0248,58.4615,없음,0.7376016763,MSS7.1-S1-KR-1.0.0
한국,217190,제너셈,Industrials,7520,3.58,98916282720,122697,917582380,9.9415,17.6839,46.0194,24.9169,없음,0.7374827380,MSS7.1-S1-KR-1.0.0
한국,033100,제룡전기,Utilities,47650,0.11,765373788850,47324,2251419000,3.3623,2.6940,0.6336,-0.5219,없음,0.7374443725,MSS7.1-S1-KR-1.0.0
한국,241770,메카로,Technology,41600,1.09,424013824000,13383,548277300,9.6179,17.3484,-4.8055,25.3012,없음,0.7374204162,MSS7.1-S1-KR-1.0.0
한국,236200,슈프리마,Technology,55200,6.56,384981967200,35123,1917488100,7.3930,-2.8169,33.3333,10.6212,없음,0.7373230079,MSS7.1-S1-KR-1.0.0
한국,036200,유니셈,Industrials,9580,3.12,293763256340,234532,2232013495,4.5852,8.3710,2.5696,-2.0450,없음,0.7370916161,MSS7.1-S1-KR-1.0.0
한국,028100,동아지질,Other,19700,3.09,221075704900,94715,1848566385,0.2035,13.2835,23.8994,11.8683,없음,0.7369781734,MSS7.1-S1-KR-1.0.0
한국,027360,아주IB투자,Financials,4020,1.26,487004532120,4099404,16640483327,14.8571,20.9023,-19.6000,-38.7195,없음,0.7366896366,MSS7.1-S1-KR-1.0.0
한국,032640,LG유플러스,Technology,14640,0.48,6213621996480,846949,12396818692,-0.0683,-1.5467,4.5714,-4.1257,없음,0.7360984064,MSS7.1-S1-KR-1.0.0
한국,454910,두산로보틱스,Industrials,70800,-0.28,4589254584000,299860,21165347100,4.5790,1.5782,-25.4737,-17.6744,없음,0.7357638422,MSS7.1-S1-KR-1.0.0
한국,476060,온코닉테라퓨틱스,Healthcare,15130,2.72,687020619200,372242,5655658360,3.6301,4.2011,6.5493,-27.2596,없음,0.7355405226,MSS7.1-S1-KR-1.0.0
한국,011930,신성이엔지,Technology,17000,2.66,345205094000,274426,4717931625,5.0680,7.1204,-6.8493,541.5094,6개월,0.7349247825,MSS7.1-S1-KR-1.0.0
한국,264450,유비쿼스,Technology,11340,6.48,166306690620,507179,5715481620,10.0971,9.6712,13.1737,-20.6993,없음,0.7347055931,MSS7.1-S1-KR-1.0.0
한국,478340,나라스페이스테크놀로지,Industrials,14190,8.9,164751788850,9729490,145667375640,33.1144,46.8944,-1.8672,-67.4541,없음,0.7346709285,MSS7.1-S1-KR-1.0.0
한국,160980,싸이맥스,Industrials,26850,2.68,293315924550,120383,3185664300,17.7632,6.5476,-17.1296,14.4989,없음,0.7340323275,MSS7.1-S1-KR-1.0.0
한국,183300,코미코,Industrials,31800,2.75,1633352145000,397612,12501866850,13.9785,25.1969,-66.2062,-72.3478,없음,0.7339296686,MSS7.1-S1-KR-1.0.0
한국,011070,LG이노텍,Technology,535000,-1.29,12661902245000,111592,59594106720,3.8835,-6.1404,-44.0961,83.2192,없음,0.7334841585,MSS7.1-S1-KR-1.0.0
한국,431190,케이쓰리아이,Technology,4360,13.25,32640887120,1695384,7672630935,26.9287,65.7795,89.5652,6.2119,없음,0.7334291178,MSS7.1-S1-KR-1.0.0
한국,201490,미투온,Technology,3705,-0.54,121241404830,18096681,71386181320,-3.5156,47.3161,87.1212,21.0784,없음,0.7321883867,MSS7.1-S1-KR-1.0.0
한국,032820,우리기술,Utilities,12960,-3.43,2239288571520,2958227,38512949155,0.3096,9.8305,2.0472,-52.0887,없음,0.7320003982,MSS7.1-S1-KR-1.0.0
한국,100590,머큐리,Technology,4995,2.15,85612027275,1714699,8773169380,3.5233,41.3013,27.5862,-15.3390,없음,0.7317033539,MSS7.1-S1-KR-1.0.0
한국,002790,아모레퍼시픽홀딩스,Materials,26350,0.57,2014673043000,82652,2184444375,0.1901,-0.5660,25.4762,-5.0450,없음,0.7316497986,MSS7.1-S1-KR-1.0.0
미국,META,Meta Platforms Inc. Class A Common Stock,Technology,777.59,4.501,1980915365498,34809622,27067613970.98,,,,,미국 광역 다기간자료 없음,0.9957259287,MSS7.1-S1-US-1.0.0
미국,INTC,Intel Corporation Common Stock,Technology,127.39,3.907,673265005006,119297039,15197249798.210001,,,,,미국 광역 다기간자료 없음,0.9938874147,MSS7.1-S1-US-1.0.0
미국,AMD,Advanced Micro Devices Inc. Common Stock,Technology,629.26,2.384,1027251244929,25319550,15932580033,,,,,미국 광역 다기간자료 없음,0.9902009098,MSS7.1-S1-US-1.0.0
미국,LLY,Eli Lilly and Company Common Stock,Health Care,1181.89,2.685,1112580501553,2418807,2858763805.23,,,,,미국 광역 다기간자료 없음,0.9896417741,MSS7.1-S1-US-1.0.0
미국,GOOGL,Alphabet Inc. Class A Common Stock,Technology,342.36,1.341,4187062800000,23777396,8140429294.56,,,,,미국 광역 다기간자료 없음,0.9844010614,MSS7.1-S1-US-1.0.0
미국,V,Visa Inc.,Consumer Discretionary,367.98,1.787,657490187696,4417589,1625584400.22,,,,,미국 광역 다기간자료 없음,0.9836144807,MSS7.1-S1-US-1.0.0
미국,MRNA,Moderna Inc. Common Stock,Health Care,194.82,6.979,77779135895,16605494,3235082341.08,,,,,미국 광역 다기간자료 없음,0.9825530705,MSS7.1-S1-US-1.0.0
미국,GOOG,Alphabet Inc. Class C Capital Stock,Technology,339.01,1.203,4146092300000,15965035,5412306515.349999,,,,,미국 광역 다기간자료 없음,0.9824014405,MSS7.1-S1-US-1.0.0
미국,TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,678.39,1.968,250832861350,2097970,1423241868.3,,,,,미국 광역 다기간자료 없음,0.9811694466,MSS7.1-S1-US-1.0.0
미국,MU,Micron Technology Inc. Common Stock,Technology,1080.53,0.807,1220343181450,22070294,23847614775.82,,,,,미국 광역 다기간자료 없음,0.9777862017,MSS7.1-S1-US-1.0.0
미국,VLO,Valero Energy Corporation Common Stock,Energy,382.86,1.868,110235907718,3726796,1426841116.56,,,,,미국 광역 다기간자료 없음,0.9758718726,MSS7.1-S1-US-1.0.0
미국,VZ,Verizon Communications Inc. Common Stock,Telecommunications,47.32,1.72,196603962559,21043704,995788073.28,,,,,미국 광역 다기간자료 없음,0.9756065201,MSS7.1-S1-US-1.0.0
미국,MA,Mastercard Incorporated Common Stock,Consumer Discretionary,566.08,1.1,495891706835,2165628,1225918698.24,,,,,미국 광역 다기간자료 없음,0.9751421531,MSS7.1-S1-US-1.0.0
